,error_code,cycle_time_s,spindle_speed_rpm,feed_rate_mm_min,axis_position_x_mm,spindle_temperature_c,vibration_mm_s,servo_motor_load_pct,power_consumption_kw,coolant_flow_l_min,coolant_pressure_bar,lubrication_level_pct,ambient_humidity_pct,ambient_dust_ug_m3,machine_status,production_count
2025-09-16 09:33:00,1001,0.0,0,0.0,402.877,79.8,4.785,0.89,1.608,0.0,0.0,95.974,70.711,14.116,Fault,99
2025-09-16 09:34:00,5012,0.0,0,0.0,402.877,79.6,3.279,1.66,1.252,0.0,0.0,95.972,71.341,15.147,Fault,99
2025-09-16 09:35:00,2034,0.0,0,0.0,402.877,79.4,5.22,1.179,1.204,0.0,0.0,95.97,72.185,15.894,Fault,99
2025-09-16 09:36:00,2034,0.0,0,0.0,402.877,79.2,4.256,0.029,1.392,0.0,0.0,95.968,69.691,16.549,Fault,99
2025-09-16 09:37:00,5012,0.0,0,0.0,402.877,79.0,5.506,0.413,1.639,0.0,0.0,95.966,72.349,14.725,Fault,99
2025-09-16 09:38:00,0,0.0,1457,86.476,404.319,79.545,2.057,89.092,14.747,14.53,3.661,95.964,70.476,15.733,Running,99
2025-09-16 09:39:00,0,606.939,1028,109.302,406.14,80.008,2.161,72.442,15.191,17.081,3.913,95.962,71.741,13.53,Running,100
2025-09-16 09:40:00,0,0.0,1404,127.658,408.268,80.434,2.766,65.299,15.05,11.382,3.723,95.96,70.316,15.119,Running,100
2025-09-16 09:41:00,0,0.0,1295,77.132,409.554,80.964,2.684,86.037,14.883,11.77,3.401,95.958,67.673,15.01,Running,100
2025-09-16 09:42:00,0,0.0,1148,90.074,411.055,81.444,1.776,76.005,14.751,15.419,2.485,95.956,67.128,15.644,Running,100
2025-09-16 09:43:00,0,0.0,1381,100.709,412.733,81.874,2.124,65.977,14.469,17.108,2.883,95.954,67.712,13.677,Running,100
2025-09-16 09:44:00,0,0.0,1324,117.328,414.689,82.366,1.715,78.29,14.97,17.258,3.511,95.952,69.986,13.751,Running,100
2025-09-16 09:45:00,0,0.0,1255,125.115,416.774,82.899,2.965,86.654,14.064,13.723,2.745,95.95,68.942,15.327,Running,100
2025-09-16 09:46:00,0,0.0,951,67.183,417.894,83.408,1.563,81.756,15.469,12.485,2.483,95.948,70.77,15.911,Running,100
2025-09-16 09:47:00,0,0.0,1029,121.903,419.925,83.847,1.458,67.876,13.47,18.982,2.221,95.946,69.957,14.166,Running,100
2025-09-16 09:48:00,0,0.0,1408,107.945,421.725,84.378,2.564,86.21,14.667,15.957,3.533,95.944,72.761,15.062,Running,100
2025-09-16 09:49:00,0,615.438,1243,82.415,423.098,84.856,2.131,75.566,14.785,14.178,2.239,95.942,72.237,14.726,Running,101
2025-09-16 09:50:00,0,0.0,1308,114.557,425.007,85.0,2.007,55.987,14.349,10.476,2.657,95.94,71.053,15.798,Running,101
2025-09-16 09:51:00,0,0.0,1076,132.478,427.215,85.0,1.847,68.99,14.277,10.831,2.313,95.938,66.493,14.174,Running,101
2025-09-16 09:52:00,0,0.0,970,149.48,429.707,85.0,2.829,62.596,14.293,17.2,3.77,95.936,69.02,15.379,Running,101
2025-09-16 09:53:00,0,0.0,1423,143.226,432.094,85.0,2.399,82.614,14.459,14.039,3.071,95.934,69.977,15.377,Running,101
2025-09-16 09:54:00,0,0.0,1067,75.695,433.355,85.0,2.732,63.72,13.609,12.986,3.387,95.932,69.316,14.281,Running,101
2025-09-16 09:55:00,0,0.0,850,80.322,434.694,85.0,2.243,70.509,14.696,19.349,3.925,95.93,66.309,15.363,Running,101
2025-09-16 09:56:00,0,0.0,958,137.335,436.983,85.0,1.996,68.96,15.036,12.565,2.142,95.928,68.06,16.431,Running,101
2025-09-16 09:57:00,0,0.0,819,59.836,437.98,85.0,1.89,85.981,13.968,14.457,2.774,95.926,69.81,14.754,Running,101
2025-09-16 09:58:00,0,0.0,1202,91.488,439.505,85.0,2.223,78.39,14.981,10.712,3.408,95.924,72.048,17.031,Running,101
2025-09-16 09:59:00,0,603.943,1121,114.579,441.415,85.0,1.387,68.927,14.494,19.526,3.461,95.922,76.957,16.5,Running,102
2025-09-16 10:00:00,0,0.0,1021,66.007,442.515,85.0,2.489,60.242,15.36,11.383,3.618,95.92,66.409,14.704,Running,102
2025-09-16 10:01:00,0,0.0,1236,57.448,443.472,85.0,2.796,67.799,14.149,12.85,3.256,95.918,64.861,15.262,Running,102
2025-09-16 10:02:00,0,0.0,1266,92.779,445.019,85.0,1.65,85.272,14.266,17.286,2.84,95.916,66.702,16.241,Running,102
2025-09-16 10:03:00,0,0.0,1359,135.38,447.275,85.0,2.322,61.912,14.789,10.259,3.066,95.914,65.825,15.88,Running,102
2025-09-16 10:04:00,0,0.0,980,58.799,448.255,85.0,1.63,61.284,14.026,10.673,2.086,95.912,65.161,15.672,Running,102
2025-09-16 10:05:00,0,0.0,1246,132.108,450.457,85.0,2.48,73.782,15.411,10.04,2.543,95.91,69.658,14.02,Running,102
2025-09-16 10:06:00,0,0.0,1445,71.226,451.644,85.0,2.689,66.915,14.402,16.331,2.715,95.908,65.785,15.253,Running,102
2025-09-16 10:07:00,0,0.0,1115,61.784,452.674,85.0,2.488,82.192,14.795,16.335,2.496,95.906,67.478,15.004,Running,102
2025-09-16 10:08:00,0,0.0,1430,73.433,453.897,85.0,2.476,90.081,14.771,19.005,3.591,95.904,65.572,17.166,Running,102
2025-09-16 10:09:00,0,576.909,1338,119.714,455.893,85.0,3.066,81.587,14.985,18.746,3.524,95.902,65.579,15.119,Running,103
2025-09-16 10:10:00,0,0.0,913,149.059,458.377,85.0,2.898,70.186,15.268,15.168,2.29,95.9,68.162,16.405,Running,103
2025-09-16 10:11:00,0,0.0,959,98.701,460.022,85.0,1.548,85.472,14.712,11.406,2.122,95.898,66.635,14.725,Running,103
2025-09-16 10:12:00,0,0.0,1163,145.057,462.44,85.0,1.632,66.367,14.462,16.965,2.081,95.896,66.31,15.467,Running,103
2025-09-16 10:13:00,0,0.0,1296,64.843,463.52,85.0,1.943,71.646,15.481,15.906,2.594,95.894,68.626,15.771,Running,103
2025-09-16 10:14:00,5012,0.0,0,0.0,463.52,84.8,5.538,1.583,1.272,0.0,0.0,95.892,70.467,13.106,Fault,103
2025-09-16 10:15:00,5012,0.0,0,0.0,463.52,84.6,5.814,1.125,1.345,0.0,0.0,95.89,63.288,13.892,Fault,103
2025-09-16 10:16:00,2034,0.0,0,0.0,463.52,84.4,4.725,0.879,1.417,0.0,0.0,95.888,70.585,15.172,Fault,103
2025-09-16 10:17:00,1001,0.0,0,0.0,463.52,84.2,3.627,1.408,1.257,0.0,0.0,95.886,66.113,16.82,Fault,103
2025-09-16 10:18:00,1001,0.0,0,0.0,463.52,84.0,4.459,1.108,1.417,0.0,0.0,95.884,70.005,17.711,Fault,103
2025-09-16 10:19:00,4500,0.0,0,0.0,463.52,83.8,4.816,0.712,1.362,0.0,0.0,95.882,65.623,15.743,Fault,103
2025-09-16 10:20:00,5012,0.0,0,0.0,463.52,83.6,3.768,0.117,1.609,0.0,0.0,95.88,67.967,16.725,Fault,103
2025-09-16 10:21:00,1001,0.0,0,0.0,463.52,83.4,5.805,0.78,1.054,0.0,0.0,95.878,66.541,14.611,Fault,103
2025-09-16 10:22:00,2034,0.0,0,0.0,463.52,83.2,5.944,1.185,1.628,0.0,0.0,95.876,68.971,14.745,Fault,103
2025-09-16 10:23:00,2034,0.0,0,0.0,463.52,83.0,4.076,0.307,1.963,0.0,0.0,95.874,68.99,13.249,Fault,103
2025-09-16 10:24:00,5012,0.0,0,0.0,463.52,82.8,3.237,1.305,1.702,0.0,0.0,95.872,66.172,15.465,Fault,103
2025-09-16 10:25:00,2034,0.0,0,0.0,463.52,82.6,3.682,1.052,1.54,0.0,0.0,95.87,63.974,14.96,Fault,103
2025-09-16 10:26:00,2034,0.0,0,0.0,463.52,82.4,5.516,0.948,1.978,0.0,0.0,95.868,64.735,15.914,Fault,103
2025-09-16 10:27:00,5012,0.0,0,0.0,463.52,82.2,3.045,0.968,1.024,0.0,0.0,95.866,67.993,15.323,Fault,103
2025-09-16 10:28:00,4500,0.0,0,0.0,463.52,82.0,5.804,1.411,1.406,0.0,0.0,95.864,69.209,14.247,Fault,103
2025-09-16 10:29:00,4500,0.0,0,0.0,463.52,81.8,4.283,0.409,1.705,0.0,0.0,95.862,63.888,16.584,Fault,103
2025-09-16 10:30:00,2034,0.0,0,0.0,463.52,81.6,4.677,0.821,1.944,0.0,0.0,95.86,69.698,15.907,Fault,103
2025-09-16 10:31:00,5012,0.0,0,0.0,463.52,81.4,3.135,1.332,1.223,0.0,0.0,95.858,68.909,13.393,Fault,103
2025-09-16 10:32:00,4500,0.0,0,0.0,463.52,81.2,3.857,1.171,1.346,0.0,0.0,95.856,68.213,16.337,Fault,103
2025-09-16 10:33:00,2034,0.0,0,0.0,463.52,81.0,5.638,1.508,1.851,0.0,0.0,95.854,68.312,13.741,Fault,103
2025-09-16 10:34:00,4500,0.0,0,0.0,463.52,80.8,4.758,1.999,1.348,0.0,0.0,95.852,68.141,15.442,Fault,103
2025-09-16 10:35:00,2034,0.0,0,0.0,463.52,80.6,5.816,0.023,1.168,0.0,0.0,95.85,67.97,14.841,Fault,103
2025-09-16 10:36:00,1001,0.0,0,0.0,463.52,80.4,3.71,1.894,1.005,0.0,0.0,95.848,66.593,13.923,Fault,103
2025-09-16 10:37:00,2034,0.0,0,0.0,463.52,80.2,5.298,0.131,1.534,0.0,0.0,95.846,67.976,14.297,Fault,103
2025-09-16 10:38:00,2034,0.0,0,0.0,463.52,80.0,3.361,1.509,1.567,0.0,0.0,95.844,64.965,15.321,Fault,103
2025-09-16 10:39:00,2034,0.0,0,0.0,463.52,79.8,3.225,0.716,1.834,0.0,0.0,95.842,67.092,17.576,Fault,103
2025-09-16 10:40:00,2034,0.0,0,0.0,463.52,79.6,5.452,0.792,1.143,0.0,0.0,95.84,66.945,14.116,Fault,103
2025-09-16 10:41:00,1001,0.0,0,0.0,463.52,79.4,5.493,0.279,1.998,0.0,0.0,95.838,68.61,14.546,Fault,103
2025-09-16 10:42:00,5012,0.0,0,0.0,463.52,79.2,5.502,1.613,1.091,0.0,0.0,95.836,68.109,14.485,Fault,103
2025-09-16 10:43:00,4500,0.0,0,0.0,463.52,79.0,5.801,0.415,1.337,0.0,0.0,95.834,66.003,15.575,Fault,103
2025-09-16 10:44:00,0,0.0,4443,457.749,471.149,79.225,0.99,25.072,12.324,15.103,2.126,95.832,66.613,17.062,Running,103
2025-09-16 10:45:00,0,0.0,4301,497.094,479.434,79.529,1.069,40.671,12.682,17.8,2.041,95.83,67.092,15.649,Running,103
2025-09-16 10:46:00,0,0.0,4430,443.296,486.823,79.773,1.126,28.763,12.35,16.534,3.603,95.828,67.493,14.612,Running,103
2025-09-16 10:47:00,0,0.0,3893,520.497,495.498,80.073,0.891,40.062,12.41,18.869,2.867,95.826,61.028,15.649,Running,103
2025-09-16 10:48:00,0,0.0,4011,446.218,2.935,80.333,0.81,32.055,12.193,14.401,2.244,95.824,64.75,15.64,Running,103
2025-09-16 10:49:00,0,591.145,4350,541.435,11.959,80.602,0.763,33.834,12.984,12.145,2.235,95.822,65.808,14.772,Running,104
2025-09-16 10:50:00,0,0.0,4944,522.734,20.671,80.841,1.342,27.675,13.344,17.469,3.652,95.82,69.627,15.61,Running,104
2025-09-16 10:51:00,0,0.0,4789,423.207,27.724,81.075,0.684,26.916,14.209,18.619,3.182,95.818,69.719,14.632,Running,104
2025-09-16 10:52:00,0,0.0,4717,445.71,35.153,81.328,0.858,30.647,13.863,11.646,2.083,95.816,65.755,13.725,Running,104
2025-09-16 10:53:00,0,0.0,4578,483.6,43.213,81.59,0.863,32.354,12.748,16.814,2.347,95.814,67.783,17.134,Running,104
2025-09-16 10:54:00,0,0.0,4867,476.376,51.152,81.831,0.479,28.075,13.883,14.034,3.208,95.812,68.727,13.729,Running,104
2025-09-16 10:55:00,0,0.0,4369,508.109,59.621,82.107,1.395,35.262,13.559,18.931,2.761,95.81,68.757,14.396,Running,104
2025-09-16 10:56:00,0,0.0,3574,498.714,67.933,82.416,0.769,41.738,11.892,13.727,2.879,95.808,71.05,15.556,Running,104
2025-09-16 10:57:00,0,0.0,4718,515.02,76.516,82.702,1.034,37.361,13.237,18.378,3.949,95.806,67.586,15.071,Running,104
2025-09-16 10:58:00,0,0.0,4971,535.951,85.449,82.967,1.483,32.846,14.498,15.091,3.932,95.804,69.232,14.581,Running,104
2025-09-16 10:59:00,0,600.514,3562,508.31,93.921,83.186,0.568,23.784,12.722,19.133,3.18,95.802,65.351,14.198,Running,105
2025-09-16 11:00:00,0,0.0,3861,529.589,102.747,83.424,1.154,27.697,12.029,15.222,2.942,95.8,65.186,13.621,Running,105
2025-09-16 11:01:00,0,0.0,4657,542.357,111.786,83.748,1.003,44.708,13.776,19.971,2.186,95.798,66.822,15.707,Running,105
2025-09-16 11:02:00,0,0.0,4035,526.228,120.557,84.065,1.25,43.527,11.48,15.368,2.633,95.796,61.995,16.072,Running,105
2025-09-16 11:03:00,0,0.0,3865,493.744,128.786,84.32,0.756,31.027,12.471,16.415,2.409,95.794,65.245,13.915,Running,105
2025-09-16 11:04:00,0,0.0,4816,415.455,135.71,84.594,1.03,34.678,13.82,16.201,2.3,95.792,61.855,13.855,Running,105
2025-09-16 11:05:00,0,0.0,4519,436.362,142.983,84.903,0.851,41.802,13.205,19.047,3.374,95.79,63.207,15.049,Running,105
2025-09-16 11:06:00,0,0.0,4810,450.223,150.487,85.0,1.221,38.596,12.941,10.19,2.002,95.788,63.012,14.987,Running,105
2025-09-16 11:07:00,0,0.0,3993,439.121,157.805,85.0,1.439,41.871,12.529,13.966,3.103,95.786,64.127,14.576,Running,105
2025-09-16 11:08:00,0,0.0,4493,433.98,165.038,85.0,1.365,38.165,13.539,12.498,2.41,95.784,66.786,15.271,Running,105
2025-09-16 11:09:00,0,609.606,4380,450.262,172.543,85.0,1.273,32.617,12.124,13.777,3.814,95.782,64.37,15.065,Running,106
2025-09-16 11:10:00,0,0.0,4903,528.022,181.343,85.0,0.768,34.007,13.043,19.71,3.632,95.78,62.261,14.656,Running,106
2025-09-16 11:11:00,0,0.0,4794,598.713,191.322,85.0,0.547,29.211,12.641,10.083,2.009,95.778,64.008,15.114,Running,106
2025-09-16 11:12:00,0,0.0,4816,400.225,197.992,85.0,1.371,39.237,13.192,14.283,2.058,95.776,60.759,16.406,Running,106
2025-09-16 11:13:00,0,0.0,3580,506.968,206.442,85.0,1.341,22.644,11.61,13.521,2.45,95.774,64.316,15.533,Running,106
2025-09-16 11:14:00,0,0.0,4270,451.618,213.968,85.0,0.369,29.094,11.732,12.815,2.207,95.772,64.852,14.373,Running,106
2025-09-16 11:15:00,0,0.0,3854,433.891,221.2,85.0,1.044,29.995,12.156,12.727,3.422,95.77,62.047,15.072,Running,106
2025-09-16 11:16:00,0,0.0,4986,495.199,229.453,85.0,0.832,34.395,14.418,15.145,3.662,95.768,64.76,14.407,Running,106
2025-09-16 11:17:00,0,0.0,3902,434.1,236.688,85.0,0.971,36.226,12.478,13.473,2.676,95.766,61.439,14.301,Running,106
2025-09-16 11:18:00,0,0.0,4111,421.783,243.718,85.0,0.464,33.985,12.293,12.657,3.19,95.764,64.708,15.121,Running,106
2025-09-16 11:19:00,0,598.547,4485,446.242,251.155,85.0,0.988,36.643,13.065,14.567,2.692,95.762,60.096,17.012,Running,107
2025-09-16 11:20:00,0,0.0,4114,532.258,260.026,85.0,1.34,38.201,13.222,18.687,3.721,95.76,68.58,14.953,Running,107
2025-09-16 11:21:00,0,0.0,4767,481.685,268.054,85.0,0.767,36.116,13.125,11.029,2.877,95.758,63.929,15.741,Running,107
2025-09-16 11:22:00,0,0.0,3545,400.127,274.723,85.0,1.086,32.748,12.571,17.302,2.416,95.756,64.847,14.541,Running,107
2025-09-16 11:23:00,0,0.0,4153,491.633,282.917,85.0,0.529,34.698,12.266,13.048,3.477,95.754,63.619,14.555,Running,107
2025-09-16 11:24:00,0,0.0,3866,569.756,292.413,85.0,1.486,45.773,12.909,16.777,3.222,95.752,61.487,14.645,Running,107
2025-09-16 11:25:00,0,0.0,3520,497.917,300.712,85.0,1.095,45.939,12.324,10.716,2.636,95.75,67.595,13.912,Running,107
2025-09-16 11:26:00,0,0.0,4230,492.317,308.917,85.0,1.496,28.347,12.746,17.778,2.341,95.748,62.358,15.82,Running,107
2025-09-16 11:27:00,0,0.0,4362,457.183,316.537,85.0,1.428,34.42,13.26,13.401,3.62,95.746,63.717,15.945,Running,107
2025-09-16 11:28:00,0,0.0,4691,598.664,326.514,85.0,1.045,41.534,13.17,16.885,3.919,95.744,61.637,16.258,Running,107
2025-09-16 11:29:00,0,607.162,4316,597.774,336.477,85.0,1.261,36.366,13.195,11.157,3.693,95.742,68.561,17.1,Running,108
2025-09-16 11:30:00,0,0.0,4420,521.584,345.17,85.0,0.423,29.505,13.553,11.842,3.892,95.74,61.05,15.583,Running,108
2025-09-16 11:31:00,0,0.0,4583,513.259,353.725,85.0,1.264,29.251,13.42,14.789,2.52,95.738,65.765,16.002,Running,108
2025-09-16 11:32:00,0,0.0,4287,583.765,363.454,85.0,0.988,28.863,12.696,10.794,3.432,95.736,64.093,15.47,Running,108
2025-09-16 11:33:00,0,0.0,4586,488.999,371.604,85.0,0.607,22.602,13.042,12.616,2.819,95.734,68.218,13.045,Running,108
2025-09-16 11:34:00,0,0.0,4602,457.964,379.237,85.0,0.692,37.84,13.287,15.006,2.143,95.732,66.935,14.293,Running,108
2025-09-16 11:35:00,0,0.0,3816,438.901,386.552,85.0,0.595,41.573,11.87,10.07,2.85,95.73,62.484,13.675,Running,108
2025-09-16 11:36:00,0,0.0,3523,575.342,396.141,85.0,0.551,36.519,11.966,12.953,3.243,95.728,61.618,16.872,Running,108
2025-09-16 11:37:00,0,0.0,4689,519.65,404.802,85.0,1.264,32.093,12.849,19.542,2.883,95.726,66.076,15.024,Running,108
2025-09-16 11:38:00,0,0.0,4709,581.245,414.489,85.0,0.511,36.867,12.388,13.962,3.571,95.724,64.669,14.519,Running,108
2025-09-16 11:39:00,0,616.501,4105,584.725,424.234,85.0,0.77,43.555,14.424,15.302,2.281,95.722,63.63,14.032,Running,109
2025-09-16 11:40:00,0,0.0,3504,420.991,431.251,85.0,0.592,37.351,12.332,10.658,2.95,95.72,60.889,15.054,Running,109
2025-09-16 11:41:00,0,0.0,3960,554.592,440.494,85.0,1.303,40.439,12.643,18.912,3.01,95.718,63.202,16.646,Running,109
2025-09-16 11:42:00,0,0.0,4673,499.315,448.816,85.0,0.887,31.92,13.032,14.183,2.729,95.716,65.613,13.189,Running,109
2025-09-16 11:43:00,0,0.0,4228,401.973,455.516,85.0,0.879,40.18,13.49,11.646,3.37,95.714,65.223,15.082,Running,109
2025-09-16 11:44:00,0,0.0,4362,457.898,463.147,85.0,0.982,27.681,11.693,17.97,2.273,95.712,65.608,14.659,Running,109
2025-09-16 11:45:00,0,0.0,3548,468.833,470.961,85.0,1.117,30.158,12.288,17.266,3.243,95.71,63.772,14.655,Running,109
2025-09-16 11:46:00,0,0.0,4938,533.81,479.858,85.0,0.778,41.027,13.197,10.553,3.623,95.708,62.6,14.918,Running,109
2025-09-16 11:47:00,0,0.0,3533,469.339,487.68,85.0,1.013,35.505,13.146,15.934,2.266,95.706,66.369,16.423,Running,109
2025-09-16 11:48:00,0,0.0,3634,426.738,494.793,85.0,1.37,30.424,12.468,17.567,3.819,95.704,67.036,14.161,Running,109
2025-09-16 11:49:00,0,587.79,3920,548.872,3.941,85.0,0.694,43.31,13.451,15.89,3.571,95.702,62.856,15.572,Running,110
2025-09-16 11:50:00,0,0.0,4999,452.12,11.476,85.0,1.684,46.865,14.273,15.533,2.029,95.7,70.009,13.378,Running,110
2025-09-16 11:51:00,0,0.0,4182,576.816,21.089,85.0,1.014,26.921,12.92,16.458,3.077,95.698,62.183,16.646,Running,110
2025-09-16 11:52:00,0,0.0,4796,439.347,28.412,85.0,0.818,35.751,13.385,10.342,2.622,95.696,61.25,16.483,Running,110
2025-09-16 11:53:00,0,0.0,4408,480.92,36.427,85.0,1.191,43.952,13.858,16.355,2.258,95.694,62.388,15.272,Running,110
2025-09-16 11:54:00,0,0.0,4137,452.761,43.973,85.0,0.964,33.022,13.163,12.117,2.602,95.692,65.716,16.515,Running,110
2025-09-16 11:55:00,0,0.0,4079,533.786,52.87,85.0,1.033,41.212,12.066,17.231,2.135,95.69,61.239,14.517,Running,110
2025-09-16 11:56:00,0,0.0,4905,421.736,59.899,85.0,1.045,35.299,12.702,14.192,2.648,95.688,66.24,15.047,Running,110
2025-09-16 11:57:00,0,0.0,3758,591.868,69.763,85.0,0.731,42.846,13.491,19.359,2.776,95.686,61.796,13.443,Running,110
2025-09-16 11:58:00,0,0.0,4789,450.932,77.279,85.0,0.538,37.179,14.335,12.34,3.837,95.684,62.564,15.266,Running,110
2025-09-16 11:59:00,0,621.667,3926,486.984,85.395,85.0,1.029,38.57,12.457,13.246,2.539,95.682,65.906,14.647,Running,111
2025-09-16 12:00:00,0,0.0,4951,579.56,95.054,85.0,1.425,39.108,14.448,14.941,2.233,95.68,60.575,15.113,Running,111
2025-09-16 12:01:00,0,0.0,3720,444.746,102.467,85.0,1.113,44.031,12.677,13.688,3.884,95.678,57.958,14.234,Running,111
2025-09-16 12:02:00,0,0.0,4938,443.54,109.859,85.0,1.18,34.933,13.625,10.358,2.914,95.676,62.806,16.864,Running,111
2025-09-16 12:03:00,0,0.0,4978,569.603,119.352,85.0,1.099,37.165,13.882,11.263,3.388,95.674,63.541,14.895,Running,111
2025-09-16 12:04:00,0,0.0,3563,504.255,127.757,85.0,1.45,29.809,12.552,16.745,2.937,95.672,58.779,14.697,Running,111
2025-09-16 12:05:00,0,0.0,4977,498.04,136.057,85.0,0.956,28.835,13.76,10.085,3.977,95.67,56.481,16.175,Running,111
2025-09-16 12:06:00,0,0.0,4236,455.258,143.645,85.0,0.82,46.833,13.918,16.324,3.143,95.668,59.995,13.888,Running,111
2025-09-16 12:07:00,0,0.0,4558,532.172,152.515,85.0,1.104,33.958,13.414,10.775,3.368,95.666,61.245,17.15,Running,111
2025-09-16 12:08:00,0,0.0,3585,405.797,159.278,85.0,0.843,34.044,12.105,18.475,3.978,95.664,57.511,14.904,Running,111
2025-09-16 12:09:00,0,597.442,3668,575.971,168.877,85.0,0.952,29.414,11.642,15.206,3.261,95.662,59.309,17.018,Running,112
2025-09-16 12:10:00,0,0.0,4404,560.081,178.212,85.0,1.638,40.063,12.451,19.743,2.35,95.66,61.185,11.421,Running,112
2025-09-16 12:11:00,0,0.0,4735,428.101,185.347,85.0,1.458,32.466,14.086,18.615,3.73,95.658,63.047,16.288,Running,112
2025-09-16 12:12:00,0,0.0,4167,430.845,192.528,85.0,1.144,29.15,12.851,18.884,2.104,95.656,59.301,17.075,Running,112
2025-09-16 12:13:00,0,0.0,4519,555.205,201.781,85.0,0.839,30.433,13.077,18.855,2.667,95.654,61.38,15.413,Running,112
2025-09-16 12:14:00,0,0.0,3657,455.01,209.365,85.0,0.789,44.696,12.417,12.404,2.222,95.652,59.781,14.93,Running,112
2025-09-16 12:15:00,0,0.0,3526,576.77,218.978,85.0,0.73,36.532,11.317,17.338,2.427,95.65,60.654,17.187,Running,112
2025-09-16 12:16:00,0,0.0,3660,477.97,226.944,85.0,0.844,38.694,12.709,14.427,3.156,95.648,58.24,15.542,Running,112
2025-09-16 12:17:00,0,0.0,4029,542.073,235.978,85.0,0.478,41.362,12.997,14.289,3.138,95.646,61.408,15.789,Running,112
2025-09-16 12:18:00,0,0.0,4703,562.352,245.351,85.0,1.132,36.932,13.602,15.961,3.18,95.644,60.235,14.858,Running,112
2025-09-16 12:19:00,0,577.692,4456,587.163,255.137,85.0,1.021,30.218,12.992,10.266,3.768,95.642,59.767,16.637,Running,113
2025-09-16 12:20:00,0,0.0,4830,514.398,263.71,85.0,1.15,37.407,13.787,12.581,2.061,95.64,59.625,15.851,Running,113
2025-09-16 12:21:00,0,0.0,4544,517.035,272.327,85.0,0.952,34.231,12.964,10.022,3.728,95.638,58.405,15.021,Running,113
2025-09-16 12:22:00,0,0.0,4186,402.185,279.03,85.0,0.51,29.565,12.485,11.355,2.782,95.636,61.705,16.853,Running,113
2025-09-16 12:23:00,0,0.0,3855,416.388,285.97,85.0,0.384,35.459,12.218,11.051,3.868,95.634,57.8,14.027,Running,113
2025-09-16 12:24:00,0,0.0,4851,479.037,293.954,85.0,0.732,42.328,13.187,18.621,3.293,95.632,60.587,14.736,Running,113
2025-09-16 12:25:00,0,0.0,4678,463.381,301.677,85.0,1.283,25.651,13.568,14.48,2.028,95.63,63.844,17.155,Running,113
2025-09-16 12:26:00,0,0.0,4344,470.217,309.514,85.0,0.878,31.427,12.573,17.688,3.872,95.628,60.056,13.846,Running,113
2025-09-16 12:27:00,0,0.0,4000,498.527,317.823,85.0,1.096,25.645,12.364,16.935,3.372,95.626,59.292,15.382,Running,113
2025-09-16 12:28:00,0,0.0,4349,432.128,325.025,85.0,1.433,25.201,13.339,18.772,2.54,95.624,63.991,13.965,Running,113
2025-09-16 12:29:00,0,608.014,3945,576.06,334.626,85.0,0.595,36.67,12.944,18.372,2.262,95.622,61.13,14.329,Running,114
2025-09-16 12:30:00,0,0.0,3796,515.812,343.223,85.0,1.176,27.712,11.93,10.188,3.981,95.62,58.654,15.612,Running,114
2025-09-16 12:31:00,0,0.0,3688,533.708,352.118,85.0,0.903,36.888,12.627,15.521,2.938,95.618,59.702,15.335,Running,114
2025-09-16 12:32:00,0,0.0,3706,402.152,358.821,85.0,0.817,40.225,13.581,14.411,2.302,95.616,58.334,15.546,Running,114
2025-09-16 12:33:00,0,0.0,4361,554.472,368.062,85.0,1.444,42.34,13.759,15.852,3.404,95.614,61.622,15.865,Running,114
2025-09-16 12:34:00,0,0.0,3969,421.065,375.08,85.0,0.459,38.845,12.532,11.278,2.083,95.612,62.817,13.538,Running,114
2025-09-16 12:35:00,0,0.0,4079,436.041,382.347,85.0,1.326,41.055,12.302,14.616,3.798,95.61,60.274,15.647,Running,114
2025-09-16 12:36:00,0,0.0,4780,505.85,390.778,85.0,1.315,42.83,13.367,17.27,2.788,95.608,63.175,15.328,Running,114
2025-09-16 12:37:00,0,0.0,4292,597.221,400.731,85.0,1.018,32.182,12.828,10.325,2.755,95.606,61.274,14.223,Running,114
2025-09-16 12:38:00,0,0.0,4615,412.51,407.607,85.0,0.794,36.242,13.048,17.768,3.647,95.604,58.643,16.25,Running,114
2025-09-16 12:39:00,0,606.194,4327,515.06,416.191,85.0,1.674,31.78,12.711,18.198,2.115,95.602,60.294,14.464,Running,115
2025-09-16 12:40:00,5012,0.0,0,0.0,416.191,84.8,3.776,1.586,1.665,0.0,0.0,95.6,62.973,15.424,Fault,115
2025-09-16 12:41:00,1001,0.0,0,0.0,416.191,84.6,4.797,0.415,1.205,0.0,0.0,95.598,61.422,14.071,Fault,115
2025-09-16 12:42:00,4500,0.0,0,0.0,416.191,84.4,3.448,1.115,1.543,0.0,0.0,95.596,59.082,15.079,Fault,115
2025-09-16 12:43:00,1001,0.0,0,0.0,416.191,84.2,5.627,1.07,1.432,0.0,0.0,95.594,59.698,15.254,Fault,115
2025-09-16 12:44:00,1001,0.0,0,0.0,416.191,84.0,4.916,1.051,1.288,0.0,0.0,95.592,61.809,14.897,Fault,115
2025-09-16 12:45:00,2034,0.0,0,0.0,416.191,83.8,3.777,0.073,1.319,0.0,0.0,95.59,57.979,16.198,Fault,115
2025-09-16 12:46:00,5012,0.0,0,0.0,416.191,83.6,4.913,0.662,1.052,0.0,0.0,95.588,62.12,15.036,Fault,115
